Geneid,Genesymbol,Genebiotype,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000014257,ACP3,protein_coding,316,408,1202,1378,58,25,20,40
ENSG00000014641,MDH1,protein_coding,2564,3076,2927,3608,1794,656,637,1674
ENSG00000014824,SLC30A9,protein_coding,9357,10138,10440,12505,2078,739,545,1442
ENSG00000014914,MTMR11,protein_coding,211,295,195,187,855,375,241,620
ENSG00000014919,COX15,protein_coding,725,973,1020,1272,589,231,167,506
ENSG00000015133,CCDC88C,protein_coding,4706,5266,3156,3934,126,50,53,185
ENSG00000015153,YAF2,protein_coding,655,714,614,587,419,119,146,417
ENSG00000015171,ZMYND11,protein_coding,6173,7226,7425,7847,1573,516,614,1777
ENSG00000015285,WAS,protein_coding,101,79,72,92,4,2,1,8
ENSG00000015413,DPEP1,protein_coding,2,0,0,1,0,0,0,0
ENSG00000015475,BID,protein_coding,320,302,306,476,393,121,147,346
ENSG00000015479,MATR3,protein_coding,283,243,243,251,77,14,30,101
ENSG00000015520,NPC1L1,protein_coding,51,41,35,46,1,2,0,2
ENSG00000015532,XYLT2,protein_coding,818,913,829,1210,733,291,426,1125
ENSG00000015568,RGPD5,protein_coding,107,21,9,7,8,4,1,0
ENSG00000015592,STMN4,protein_coding,68,76,20,147,0,0,0,0
ENSG00000015676,NUDCD3,protein_coding,1861,2112,2090,3244,746,289,426,1083
ENSG00000016082,ISL1,protein_coding,6,9,25,20,7,1,4,22
ENSG00000016391,CHDH,protein_coding,1295,1488,1117,1331,41,19,39,109
ENSG00000016402,IL20RA,protein_coding,21,16,16,33,54,17,28,83
ENSG00000016490,CLCA1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000016602,CLCA4,protein_coding,0,0,0,1,0,1,0,0
ENSG00000016864,GLT8D1,protein_coding,1550,1712,1466,2067,860,351,400,936
ENSG00000017260,ATP2C1,protein_coding,6353,7394,5712,6190,3044,1058,1006,2712
ENSG00000017427,IGF1,protein_coding,269,308,80,91,0,1,0,0
ENSG00000017483,SLC38A5,protein_coding,9,5,13,6,28,13,1,8
ENSG00000017797,RALBP1,protein_coding,3819,4579,3264,4049,239,82,95,318
ENSG00000018189,RUFY3,protein_coding,782,905,1004,1114,160,49,80,263
ENSG00000018236,CNTN1,protein_coding,0,0,0,0,866,308,264,779
ENSG00000018280,SLC11A1,protein_coding,46,51,38,90,20,14,4,6
ENSG00000018408,WWTR1,protein_coding,134,189,174,198,2474,782,841,2611
ENSG00000018510,AGPS,protein_coding,1880,2127,1761,1696,2596,798,903,2533
ENSG00000018610,STEEP1,protein_coding,529,592,682,877,110,50,79,185
ENSG00000018625,ATP1A2,protein_coding,30,22,7,5,30,17,11,24
ENSG00000018699,TTC27,protein_coding,388,512,873,1010,639,236,356,924
ENSG00000018869,ZNF582,protein_coding,182,206,165,182,0,0,0,0
ENSG00000019102,VSIG2,protein_coding,5,2,3,14,27,12,14,23
ENSG00000019144,PHLDB1,protein_coding,1196,1288,670,929,332,130,229,576
ENSG00000019169,MARCO,protein_coding,1,3,2,2,36,14,30,52
ENSG00000019186,CYP24A1,protein_coding,0,0,1,0,182,70,102,242
ENSG00000019485,PRDM11,protein_coding,49,48,61,67,168,52,82,216
ENSG00000019505,SYT13,protein_coding,14,18,21,15,28,8,12,33
ENSG00000019549,SNAI2,protein_coding,785,990,455,501,726,224,213,604
ENSG00000019582,CD74,protein_coding,5,8,7,12,7,1,3,6
ENSG00000019991,HGF,protein_coding,0,0,0,0,69,16,16,49
ENSG00000019995,ZRANB1,protein_coding,1701,1821,1254,1505,1143,312,241,688
ENSG00000020129,NCDN,protein_coding,882,1203,1216,1599,299,116,150,336
ENSG00000020181,ADGRA2,protein_coding,4,6,17,12,33,18,40,110
ENSG00000020256,ZFP64,protein_coding,1413,1497,1308,1695,698,282,334,947
ENSG00000020426,MNAT1,protein_coding,1115,1150,1169,1249,2183,698,841,2180
ENSG00000020577,SAMD4A,protein_coding,165,138,69,107,5473,1742,838,2086
ENSG00000020633,RUNX3,protein_coding,0,0,3,5,3,1,1,5
ENSG00000020922,MRE11,protein_coding,1308,1602,2002,1909,328,132,215,506
ENSG00000021300,PLEKHB1,protein_coding,10752,11652,8874,12459,312,112,150,363
ENSG00000021355,SERPINB1,protein_coding,0,0,4,1,719,238,168,507
ENSG00000021461,CYP3A43,protein_coding,22,32,45,48,0,0,0,0
ENSG00000021488,SLC7A9,protein_coding,17,14,6,10,1,1,0,2
ENSG00000021574,SPAST,protein_coding,922,1149,1026,1110,1008,350,395,987
ENSG00000021645,NRXN3,protein_coding,78,53,83,95,222,63,78,210
ENSG00000021762,OSBPL5,protein_coding,1370,1552,2533,3490,59,20,43,107
ENSG00000021776,AQR,protein_coding,2901,3526,3563,3750,2435,788,886,2440
ENSG00000021826,CPS1,protein_coding,2021,2227,2600,2658,491,162,235,626
ENSG00000021852,C8B,protein_coding,0,0,0,0,0,0,0,1
ENSG00000022267,FHL1,protein_coding,6,6,1,2,1464,450,406,1087
ENSG00000022277,RTF2,protein_coding,1864,2164,2076,2508,1149,381,465,1202
ENSG00000022355,GABRA1,protein_coding,0,0,1,0,1,1,3,3
ENSG00000022556,NLRP2,protein_coding,1194,1457,1663,2235,0,0,0,0
ENSG00000022567,SLC45A4,protein_coding,335,365,381,533,32,12,43,87
ENSG00000022840,RNF10,protein_coding,3566,4195,3293,4445,1410,503,464,1190
ENSG00000022976,ZNF839,protein_coding,490,594,699,785,54,27,42,136
ENSG00000023041,ZDHHC6,protein_coding,3069,3058,2530,2786,1446,494,498,1490
ENSG00000023171,GRAMD1B,protein_coding,16,8,11,6,3613,1034,1155,3116
ENSG00000023191,RNH1,protein_coding,1035,1115,1177,1981,910,332,409,1005
ENSG00000023228,NDUFS1,protein_coding,6190,7264,7792,8709,2294,745,870,2459
ENSG00000023287,RB1CC1,protein_coding,4530,4699,3988,4104,1469,436,384,1115
ENSG00000023318,ERP44,protein_coding,3643,4558,6158,6643,2111,803,605,1690
ENSG00000023330,ALAS1,protein_coding,4356,5184,3079,3627,356,115,128,400
ENSG00000023445,BIRC3,protein_coding,587,736,1277,1306,627,169,165,475
ENSG00000023516,AKAP11,protein_coding,4882,5641,4297,4639,639,228,270,741
ENSG00000023572,GLRX2,protein_coding,1205,1539,1260,1324,153,39,65,159
ENSG00000023608,SNAPC1,protein_coding,1015,1159,735,697,2382,699,769,2006
ENSG00000023697,DERA,protein_coding,760,850,995,1215,655,265,269,661
ENSG00000023734,STRAP,protein_coding,13550,15225,16438,19394,1696,505,725,1921
ENSG00000023839,ABCC2,protein_coding,18,20,16,12,22,4,7,27
ENSG00000023892,DEF6,protein_coding,614,693,813,1183,377,161,254,718
ENSG00000023902,PLEKHO1,protein_coding,150,132,47,120,436,140,185,463
ENSG00000023909,GCLM,protein_coding,1570,1924,2129,2097,1865,532,553,1397
ENSG00000024048,UBR2,protein_coding,1760,2258,1816,1850,2003,603,806,2188
ENSG00000024422,EHD2,protein_coding,3,3,1,0,20,6,5,18
ENSG00000024526,DEPDC1,protein_coding,733,886,1123,995,3482,1158,1278,3497
ENSG00000024862,CCDC28A,protein_coding,304,310,405,505,296,117,113,299
ENSG00000025039,RRAGD,protein_coding,1264,1409,742,962,1058,350,306,805
ENSG00000025156,HSF2,protein_coding,1347,1419,991,1051,430,124,146,415
ENSG00000025293,PHF20,protein_coding,2981,3470,2998,3303,1220,409,483,1291
ENSG00000025423,HSD17B6,protein_coding,111,117,88,127,13,4,8,23
ENSG00000025434,NR1H3,protein_coding,381,408,582,907,78,33,83,155
ENSG00000025708,TYMP,protein_coding,214,208,279,542,72,31,43,114
ENSG00000025770,NCAPH2,protein_coding,347,363,425,571,218,85,138,292
ENSG00000025772,TOMM34,protein_coding,2705,3204,2731,4008,5094,1955,2103,6216
ENSG00000025796,SEC63,protein_coding,14643,16433,14957,16304,2928,851,813,2577
ENSG00000025800,KPNA6,protein_coding,3697,4144,3925,5352,1630,515,784,2238
ENSG00000026025,VIM,protein_coding,1762,2126,1628,1983,13549,4789,1690,4647
ENSG00000026036,RTEL1-TNFRSF6B,protein_coding,45,59,24,37,16,1,24,53
ENSG00000026103,FAS,protein_coding,420,451,713,822,338,116,185,446
ENSG00000026297,RNASET2,protein_coding,639,649,700,850,96,50,47,104
ENSG00000026508,CD44,protein_coding,19,9,12,14,19797,6330,5978,17894
ENSG00000026559,KCNG1,protein_coding,161,168,240,374,291,122,177,475
ENSG00000026652,AGPAT4,protein_coding,15,13,11,7,365,136,123,299
ENSG00000026751,SLAMF7,protein_coding,0,0,1,6,30,7,5,12
ENSG00000026950,BTN3A1,protein_coding,620,617,1031,1052,349,106,383,961
ENSG00000027001,MIPEP,protein_coding,1251,1505,1212,1687,843,277,339,926
ENSG00000027075,PRKCH,protein_coding,718,762,545,625,336,101,158,482
ENSG00000027644,INSRR,protein_coding,1,0,0,3,3,0,4,2
ENSG00000027697,IFNGR1,protein_coding,1050,1282,1094,1199,902,294,231,708
ENSG00000027847,B4GALT7,protein_coding,595,732,554,862,237,92,109,321
ENSG00000027869,SH2D2A,protein_coding,6,9,9,9,317,127,113,307
ENSG00000028116,VRK2,protein_coding,689,825,965,1057,322,112,144,418
ENSG00000028137,TNFRSF1B,protein_coding,3,8,9,24,3,1,5,5
ENSG00000028203,VEZT,protein_coding,4779,5004,5599,6749,1377,495,473,1278
ENSG00000028277,POU2F2,protein_coding,30,36,16,12,180,72,62,214
ENSG00000028310,BRD9,protein_coding,1103,1204,1164,1494,322,106,183,463
ENSG00000028528,SNX1,protein_coding,3493,3949,4033,4959,1105,416,488,1194
ENSG00000028839,TBPL1,protein_coding,1258,1313,753,969,396,157,175,470
ENSG00000029153,ARNTL2,protein_coding,714,738,322,431,5583,1873,1734,4791
ENSG00000029363,BCLAF1,protein_coding,12501,14589,10770,11138,3790,1163,1215,3406
ENSG00000029364,SLC39A9,protein_coding,3258,3920,3304,4112,6315,2217,2196,5920
ENSG00000029534,ANK1,protein_coding,367,328,257,277,22,6,25,56
ENSG00000029559,IBSP,protein_coding,59,115,4,7,0,0,0,0
ENSG00000029639,TFB1M,protein_coding,311,308,309,347,233,71,95,260
ENSG00000029725,RABEP1,protein_coding,3977,4517,4081,4401,542,148,189,651
ENSG00000029993,HMGB3,protein_coding,2605,2829,2412,3144,1097,400,445,1167
ENSG00000030066,NUP160,protein_coding,2325,2894,2837,2635,1812,596,865,2114
ENSG00000030110,BAK1,protein_coding,201,267,213,323,210,81,96,260
ENSG00000030304,MUSK,protein_coding,9,9,9,4,1,4,1,8
ENSG00000030419,IKZF2,protein_coding,200,212,248,225,444,145,88,220
ENSG00000030582,GRN,protein_coding,1714,1935,1441,2211,5706,2345,1079,3128
ENSG00000031003,FAM13B,protein_coding,2155,2915,2261,2439,1086,323,201,596
ENSG00000031081,ARHGAP31,protein_coding,80,59,48,48,928,282,397,1105
ENSG00000031691,CENPQ,protein_coding,409,545,453,413,505,198,187,509
ENSG00000031698,SARS1,protein_coding,8015,8639,10355,16169,2681,893,1088,3129
ENSG00000031823,RANBP3,protein_coding,2628,3245,2324,3047,1483,500,690,1863
ENSG00000032219,ARID4A,protein_coding,1813,1904,1412,1490,1465,398,394,1055
ENSG00000032389,EIPR1,protein_coding,363,446,510,761,158,41,87,182
ENSG00000032444,PNPLA6,protein_coding,1436,1702,934,1590,1116,385,371,951
ENSG00000032742,IFT88,protein_coding,848,956,1059,1045,496,170,162,480
ENSG00000033011,ALG1,protein_coding,382,527,638,787,231,64,155,356
ENSG00000033030,ZCCHC8,protein_coding,1185,1391,1517,1808,466,152,206,585
ENSG00000033050,ABCF2,protein_coding,551,708,559,922,203,74,138,335
ENSG00000033100,CHPF2,protein_coding,648,819,432,892,519,224,190,483
ENSG00000033122,LRRC7,protein_coding,122,148,82,114,34,12,19,42
ENSG00000033170,FUT8,protein_coding,750,805,769,922,5086,1628,2461,6819
ENSG00000033178,UBA6,protein_coding,4333,5061,4056,3814,7738,2572,1736,4836
ENSG00000033327,GAB2,protein_coding,540,566,273,372,143,47,80,178
ENSG00000033627,ATP6V0A1,protein_coding,2595,3085,2616,3335,7,9,5,13
ENSG00000033800,PIAS1,protein_coding,4007,4622,2121,2362,1837,583,602,1887
ENSG00000033867,SLC4A7,protein_coding,3384,4063,2960,2814,1931,687,807,2339
ENSG00000034053,APBA2,protein_coding,1392,1648,1118,1632,402,105,168,390
ENSG00000034152,MAP2K3,protein_coding,811,1013,1555,2576,131,39,109,243
ENSG00000034239,EFCAB1,protein_coding,0,0,0,0,7,1,6,9
ENSG00000034510,TMSB10,protein_coding,10431,12303,4100,7130,16623,6211,5855,13758
ENSG00000034533,ASTE1,protein_coding,324,400,573,570,265,98,96,303
ENSG00000034677,RNF19A,protein_coding,1278,1408,1079,1254,2008,603,441,1171
ENSG00000034693,PEX3,protein_coding,1614,1866,1038,1178,698,244,205,600
ENSG00000034713,GABARAPL2,protein_coding,1770,2219,1976,2534,623,246,243,521
ENSG00000034971,MYOC,protein_coding,0,1,0,0,0,0,0,0
ENSG00000035115,SH3YL1,protein_coding,721,867,618,565,131,55,53,129
ENSG00000035141,FAM136A,protein_coding,2963,3652,3534,4238,2313,643,816,2200
ENSG00000035403,VCL,protein_coding,6623,7799,7438,8131,25497,9274,9984,26578
ENSG00000035499,DEPDC1B,protein_coding,957,1008,889,1045,1024,347,378,980
ENSG00000035664,DAPK2,protein_coding,126,112,117,235,40,8,8,45
ENSG00000035681,NSMAF,protein_coding,2420,2745,2339,2866,639,145,195,629
ENSG00000035687,ADSS2,protein_coding,2285,2643,2518,2692,1472,426,600,1591
ENSG00000035720,STAP1,protein_coding,11,14,0,1,3,1,0,2
ENSG00000035862,TIMP2,protein_coding,2187,2185,1603,2115,1664,531,521,1653
ENSG00000035928,RFC1,protein_coding,7833,9100,8779,8710,1500,350,383,1059
ENSG00000036054,TBC1D23,protein_coding,1494,1851,1559,1567,2270,804,649,1702
ENSG00000036257,CUL3,protein_coding,2358,2765,2492,2706,1654,526,568,1622
ENSG00000036448,MYOM2,protein_coding,128,164,134,152,1,1,0,0
ENSG00000036473,OTC,protein_coding,0,0,0,0,4,2,0,6
ENSG00000036530,CYP46A1,protein_coding,256,266,146,175,14,3,3,24
ENSG00000036549,ZZZ3,protein_coding,3382,4100,3795,3909,2375,762,837,2465
ENSG00000036565,SLC18A1,protein_coding,0,0,0,0,0,0,0,0
ENSG00000036672,USP2,protein_coding,230,244,187,223,66,24,51,103
ENSG00000036828,CASR,protein_coding,3,12,1,3,0,0,0,0
ENSG00000037042,TUBG2,protein_coding,1404,1362,775,1054,124,58,77,174
ENSG00000037241,RPL26L1,protein_coding,810,920,977,1252,269,85,145,330
ENSG00000037280,FLT4,protein_coding,90,94,168,231,22,6,10,30
ENSG00000037474,NSUN2,protein_coding,6253,7667,6487,6931,542,157,190,592
ENSG00000037637,FBXO42,protein_coding,947,1091,666,991,741,256,160,459
ENSG00000037749,MFAP3,protein_coding,2655,3356,2743,2972,924,303,337,784
ENSG00000037757,MRI1,protein_coding,291,406,361,472,266,99,149,366
ENSG00000037897,METTL1,protein_coding,502,639,1034,1283,130,50,114,331
ENSG00000037965,HOXC8,protein_coding,21,26,8,8,105,38,67,223
ENSG00000038002,AGA,protein_coding,1081,1095,1359,1694,866,311,260,742
ENSG00000038210,PI4K2B,protein_coding,3883,4621,3316,3145,311,93,78,227
ENSG00000038219,BOD1L1,protein_coding,4207,4587,3558,3521,628,187,201,591
ENSG00000038274,MAT2B,protein_coding,1528,1790,1564,1713,278,82,150,350
ENSG00000038295,TLL1,protein_coding,410,399,395,373,110,31,58,143
ENSG00000038358,EDC4,protein_coding,1816,2055,1580,1923,644,253,319,880
ENSG00000038382,TRIO,protein_coding,3826,4440,1982,2294,2173,674,530,1495
ENSG00000038427,VCAN,protein_coding,4,0,1,0,1918,599,496,1416
ENSG00000038532,CLEC16A,protein_coding,1726,1977,1299,1647,291,119,130,347
ENSG00000038945,MSR1,protein_coding,4,4,6,5,0,0,0,0
ENSG00000039068,CDH1,protein_coding,28940,34046,29405,34236,287,93,51,151
ENSG00000039123,MTREX,protein_coding,3438,3935,4270,4647,1512,461,548,1553
ENSG00000039139,DNAH5,protein_coding,1007,1136,1008,1099,157,60,82,241
ENSG00000039319,ZFYVE16,protein_coding,3182,3865,3281,3120,1475,414,384,1150
ENSG00000039523,RIPOR1,protein_coding,3114,3385,2626,3855,559,192,146,414
ENSG00000039537,C6,protein_coding,1,4,2,5,0,0,0,0
ENSG00000039560,RAI14,protein_coding,1296,1449,1973,2242,10444,3654,3596,9854
ENSG00000039600,SOX30,protein_coding,0,0,0,0,4,0,3,10
ENSG00000039650,PNKP,protein_coding,1058,1204,814,1057,261,113,147,325
ENSG00000039987,BEST2,protein_coding,3,11,6,4,3,0,0,7
ENSG00000040199,PHLPP2,protein_coding,1049,1312,891,889,1026,378,451,1163
ENSG00000040275,SPDL1,protein_coding,1876,2386,2156,2190,1680,508,617,1622
ENSG00000040341,STAU2,protein_coding,2303,2520,2348,2647,1803,695,800,2109
ENSG00000040487,SLC66A1,protein_coding,184,190,135,215,269,96,125,331
ENSG00000040531,CTNS,protein_coding,601,694,531,731,114,42,84,185
ENSG00000040608,RTN4R,protein_coding,123,112,119,232,158,70,77,191
ENSG00000040633,PHF23,protein_coding,3024,3654,2974,3948,1104,376,462,1259
ENSG00000040731,CDH10,protein_coding,0,0,1,0,3,0,2,4
ENSG00000040933,INPP4A,protein_coding,905,954,941,1109,465,138,201,523
ENSG00000041353,RAB27B,protein_coding,313,396,1280,1101,1295,407,503,1383
ENSG00000041357,PSMA4,protein_coding,7955,9402,9025,11467,1706,579,649,1688
ENSG00000041515,MYO16,protein_coding,4,0,4,1,3,2,1,2
ENSG00000041802,LSG1,protein_coding,2631,3142,2727,2836,407,119,222,685
ENSG00000041880,PARP3,protein_coding,2320,2427,1226,1585,90,45,42,123
ENSG00000041982,TNC,protein_coding,260,383,26,29,873,263,369,986
ENSG00000041988,THAP3,protein_coding,512,492,423,641,251,94,155,385
ENSG00000042062,RIPOR3,protein_coding,0,3,5,10,15,7,5,22
ENSG00000042088,TDP1,protein_coding,1197,1482,1107,1381,756,264,280,759
ENSG00000042286,AIFM2,protein_coding,137,145,96,136,318,108,174,405
ENSG00000042317,SPATA7,protein_coding,570,633,593,724,200,89,83,254
ENSG00000042429,MED17,protein_coding,125,167,101,166,135,50,67,173
ENSG00000042445,RETSAT,protein_coding,2047,2219,2238,2739,717,249,246,836
ENSG00000042493,CAPG,protein_coding,48,55,18,21,547,228,270,630
ENSG00000042753,AP2S1,protein_coding,1650,2002,2063,2775,1092,429,488,1248
ENSG00000042781,USH2A,protein_coding,7,17,26,21,35,8,17,34
ENSG00000042813,ZPBP,protein_coding,0,0,0,0,0,0,0,0
ENSG00000042832,TG,protein_coding,36,56,19,18,6,3,4,15
ENSG00000042980,ADAM28,protein_coding,387,555,59,56,50,16,14,55
ENSG00000043039,BARX2,protein_coding,239,230,29,34,48,24,1,25
ENSG00000043093,DCUN1D1,protein_coding,3451,3780,4404,4361,2284,701,700,2101
ENSG00000043143,JADE2,protein_coding,370,448,287,419,612,170,280,767
ENSG00000043355,ZIC2,protein_coding,814,902,1083,1166,109,45,39,126
ENSG00000043462,LCP2,protein_coding,10,5,30,34,1,0,0,1
ENSG00000043514,TRIT1,protein_coding,1516,1943,1465,1679,247,72,92,269
ENSG00000043591,ADRB1,protein_coding,28,32,40,47,18,10,5,13
ENSG00000044012,GUCA2B,protein_coding,0,0,0,1,0,0,0,0
ENSG00000044090,CUL7,protein_coding,1051,1110,764,1121,249,111,119,315
ENSG00000044115,CTNNA1,protein_coding,17221,19621,13375,15274,4,1,4,12
ENSG00000044446,PHKA2,protein_coding,881,1093,1225,1221,1043,422,427,1147
ENSG00000044459,CNTLN,protein_coding,1398,1593,1545,1407,446,141,177,475
ENSG00000044524,EPHA3,protein_coding,970,1007,1081,1071,489,183,17,74
ENSG00000044574,HSPA5,protein_coding,38130,50324,46662,48351,4320,1552,1377,3879
ENSG00000046604,DSG2,protein_coding,11858,13730,8025,8231,4704,1748,1390,3945
ENSG00000046647,GEMIN8,protein_coding,617,727,663,864,267,124,184,411
ENSG00000046651,OFD1,protein_coding,1166,1270,1264,1343,1512,569,535,1411
ENSG00000046653,GPM6B,protein_coding,134,149,175,158,82,30,29,95
ENSG00000046774,MAGEC2,protein_coding,258,289,260,408,0,0,0,0
ENSG00000046889,PREX2,protein_coding,45,35,61,64,45,18,36,110
ENSG00000047056,WDR37,protein_coding,762,883,848,1009,147,62,59,162
ENSG00000047188,YTHDC2,protein_coding,5285,6343,5822,5789,1513,489,615,1810
ENSG00000047230,CTPS2,protein_coding,1299,1565,1659,1740,1367,534,760,1861
ENSG00000047249,ATP6V1H,protein_coding,1532,1622,1167,1630,213,63,82,201
ENSG00000047315,POLR2B,protein_coding,9714,11538,9393,10162,7688,2346,2648,6841
ENSG00000047346,FAM214A,protein_coding,2251,2735,3311,3303,158,55,50,136
ENSG00000047365,ARAP2,protein_coding,364,475,462,547,345,76,133,416
ENSG00000047410,TPR,protein_coding,10023,11211,10070,10027,1419,474,543,1574
ENSG00000047457,CP,protein_coding,102,117,206,199,16,6,5,11
ENSG00000047578,KATNIP,protein_coding,1741,1985,1717,1992,338,132,182,397
ENSG00000047579,DTNBP1,protein_coding,343,327,456,576,25,24,20,69
ENSG00000047597,XK,protein_coding,0,0,0,0,538,173,275,691
ENSG00000047617,ANO2,protein_coding,13,30,14,23,4,1,3,12
ENSG00000047621,C12orf4,protein_coding,758,964,1378,1421,753,253,313,726
ENSG00000047634,SCML1,protein_coding,4324,4701,3955,4072,2108,720,979,2708
ENSG00000047644,WWC3,protein_coding,1168,1324,1896,2499,527,175,265,860
ENSG00000047648,ARHGAP6,protein_coding,9864,10501,3437,3653,1076,369,377,1074
ENSG00000047662,FAM184B,protein_coding,13,8,69,90,7,1,3,12
ENSG00000047849,MAP4,protein_coding,12774,14638,13005,15441,6973,2395,1472,4141
ENSG00000047932,GOPC,protein_coding,2061,2378,2252,2537,389,126,163,422
ENSG00000047936,ROS1,protein_coding,0,1,1,0,19,6,3,6
ENSG00000048028,USP28,protein_coding,2408,2520,1090,1208,1584,481,382,1128
ENSG00000048052,HDAC9,protein_coding,13,24,12,3,861,320,348,960
ENSG00000048140,TSPAN17,protein_coding,1420,1679,1269,1988,767,277,367,882
ENSG00000048162,NOP16,protein_coding,1152,1597,1686,2123,419,141,300,785
ENSG00000048342,CC2D2A,protein_coding,443,498,726,992,173,56,98,262
ENSG00000048392,RRM2B,protein_coding,8297,8607,4330,4460,1212,418,597,1535
ENSG00000048405,ZNF800,protein_coding,1120,1347,1286,1263,923,314,285,857
ENSG00000048462,TNFRSF17,protein_coding,0,2,5,1,2,2,0,1
ENSG00000048471,SNX29,protein_coding,640,779,638,831,264,87,56,181
ENSG00000048540,LMO3,protein_coding,1,6,1,5,33,5,8,19
ENSG00000048544,MRPS10,protein_coding,1716,1816,1970,2133,2135,732,993,2653
ENSG00000048545,GUCA1A,protein_coding,0,2,0,0,0,0,0,1
ENSG00000048649,RSF1,protein_coding,3979,4506,3778,3841,974,328,283,882
ENSG00000048707,VPS13D,protein_coding,3693,3896,2566,2733,2505,848,753,1988
ENSG00000048740,CELF2,protein_coding,4,9,1,3,166,56,91,286
ENSG00000048828,FAM120A,protein_coding,8170,8738,11149,15239,3851,1409,1277,3780
ENSG00000048991,R3HDM1,protein_coding,4477,4838,4832,5845,2122,668,739,2222
ENSG00000049089,COL9A2,protein_coding,166,172,261,342,13,7,4,16
ENSG00000049130,KITLG,protein_coding,67,102,135,166,105,35,49,160
ENSG00000049167,ERCC8,protein_coding,575,701,623,751,242,91,92,281
ENSG00000049192,ADAMTS6,protein_coding,15,23,7,5,118,46,24,64
ENSG00000049239,H6PD,protein_coding,1763,1921,1750,2346,165,65,75,214
