Geneid,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000223361,0,0,0,0,0,0,0,0
ENSG00000223362,0,0,0,0,0,0,0,0
ENSG00000223368,0,0,0,0,0,0,0,0
ENSG00000223373,0,0,0,0,1,0,0,0
ENSG00000223374,7,8,7,9,7,2,2,0
ENSG00000223375,0,0,0,0,0,2,0,0
ENSG00000223377,0,0,0,0,0,0,0,0
ENSG00000223381,0,0,0,0,0,1,0,0
ENSG00000223382,48,84,104,130,3,0,3,8
ENSG00000223383,0,0,0,0,0,0,0,0
ENSG00000223387,2,1,10,11,1,0,0,0
ENSG00000223389,0,0,0,0,0,0,0,0
ENSG00000223390,1,6,2,3,0,0,0,2
ENSG00000223391,1,0,0,1,0,0,0,0
ENSG00000223392,0,0,0,0,0,0,0,1
ENSG00000223393,27,29,27,13,6,2,4,11
ENSG00000223394,0,0,0,0,0,0,0,0
ENSG00000223395,0,0,0,0,0,0,0,0
ENSG00000223396,0,0,0,0,0,0,0,0
ENSG00000223398,0,0,0,0,0,0,0,0
ENSG00000223400,0,0,0,0,3,1,0,0
ENSG00000223402,0,0,0,0,0,0,0,0
ENSG00000223403,0,0,0,1,6,0,1,1
ENSG00000223404,2,5,2,1,6,4,4,5
ENSG00000223406,0,0,0,0,0,0,0,0
ENSG00000223407,0,0,0,0,0,0,0,0
ENSG00000223409,0,0,0,0,0,0,1,0
ENSG00000223410,0,0,0,0,0,0,0,0
ENSG00000223416,4,5,6,6,1,3,1,0
ENSG00000223417,98,249,5,2,0,0,0,0
ENSG00000223418,0,0,0,0,0,0,0,0
ENSG00000223419,0,0,0,0,0,0,0,0
ENSG00000223421,0,0,0,0,0,0,0,0
ENSG00000223422,0,0,0,0,0,0,0,0
ENSG00000223427,4,1,1,0,5,2,1,0
ENSG00000223428,0,0,1,0,0,0,0,0
ENSG00000223429,0,1,0,1,1,2,2,3
ENSG00000223430,0,0,0,0,0,2,0,2
ENSG00000223431,8,1,12,5,0,0,0,0
ENSG00000223432,0,0,0,0,0,0,0,0
ENSG00000223433,0,0,0,0,0,0,0,0
ENSG00000223436,0,0,0,0,0,0,0,1
ENSG00000223437,0,0,0,0,0,0,0,0
ENSG00000223438,0,1,2,0,0,0,0,0
ENSG00000223440,0,0,0,0,0,0,0,0
ENSG00000223442,29,30,21,29,2,1,0,3
ENSG00000223443,4,2,4,1,0,0,0,0
ENSG00000223445,0,0,0,0,0,0,0,0
ENSG00000223446,36,32,24,23,12,7,7,23
ENSG00000223450,1,0,1,0,0,1,0,1
ENSG00000223452,0,2,0,0,0,0,0,0
ENSG00000223455,0,0,0,0,0,0,0,0
ENSG00000223457,0,0,0,0,0,0,0,0
ENSG00000223459,0,0,0,0,0,0,0,0
ENSG00000223460,2,0,1,0,6,5,1,2
ENSG00000223461,24,36,26,30,10,1,7,11
ENSG00000223462,4,3,9,5,9,10,7,12
ENSG00000223466,0,0,0,0,0,0,1,0
ENSG00000223467,1,0,0,0,2,2,0,1
ENSG00000223470,0,0,0,0,0,0,0,0
ENSG00000223475,2,0,0,0,0,2,0,0
ENSG00000223476,3,7,2,3,1,0,0,5
ENSG00000223478,361,372,407,490,108,32,27,92
ENSG00000223479,0,0,0,0,0,0,0,0
ENSG00000223482,420,507,501,657,216,63,78,233
ENSG00000223484,0,0,0,0,0,0,0,0
ENSG00000223485,1,1,1,0,16,6,2,13
ENSG00000223486,1,4,1,0,4,4,1,1
ENSG00000223487,0,0,0,0,0,0,0,0
ENSG00000223488,0,0,0,1,0,0,0,0
ENSG00000223489,0,0,0,0,0,0,0,0
ENSG00000223490,0,0,0,0,0,0,0,0
ENSG00000223492,0,0,0,0,0,1,0,0
ENSG00000223495,0,0,0,0,0,0,0,0
ENSG00000223496,932,1145,1291,1776,397,133,205,545
ENSG00000223497,0,0,0,0,0,0,0,0
ENSG00000223498,0,0,0,0,0,0,0,0
ENSG00000223500,1,9,6,5,1,1,2,4
ENSG00000223501,1927,2129,1867,2350,292,99,137,356
ENSG00000223502,0,0,1,0,2,1,1,5
ENSG00000223503,0,0,2,1,2,0,1,4
ENSG00000223505,0,2,0,1,1,0,0,8
ENSG00000223506,0,0,0,0,0,0,0,0
ENSG00000223508,0,0,0,0,0,0,0,0
ENSG00000223509,0,0,0,0,0,0,0,0
ENSG00000223510,0,0,0,0,0,0,0,0
ENSG00000223511,0,1,0,0,0,0,0,2
ENSG00000223513,0,0,0,0,0,1,0,1
ENSG00000223514,0,0,0,0,0,0,0,0
ENSG00000223516,0,0,0,0,2,1,0,1
ENSG00000223517,0,0,0,0,0,0,0,0
ENSG00000223518,0,0,0,0,1,0,0,0
ENSG00000223519,0,3,8,3,1,0,0,1
ENSG00000223522,3,12,4,12,8,2,7,20
ENSG00000223523,7,2,3,8,2,0,5,6
ENSG00000223525,0,0,0,1,0,0,0,0
ENSG00000223528,0,0,2,0,9,1,1,8
ENSG00000223529,4,6,7,13,9,5,0,1
ENSG00000223530,0,0,0,0,0,0,0,0
ENSG00000223534,0,2,0,0,0,0,2,1
ENSG00000223536,0,0,0,0,0,0,0,1
ENSG00000223537,2,6,5,8,1,0,0,0
ENSG00000223538,0,0,0,0,0,0,0,0
ENSG00000223539,0,0,0,0,0,0,0,0
ENSG00000223540,3,1,0,1,0,0,0,0
ENSG00000223542,0,0,0,1,0,0,1,1
ENSG00000223543,0,0,0,0,2,0,0,0
ENSG00000223544,0,0,0,0,0,0,0,0
ENSG00000223546,707,797,772,781,259,98,101,309
ENSG00000223547,188,286,444,536,81,30,57,129
ENSG00000223548,0,0,0,0,0,0,0,0
ENSG00000223549,17,13,24,24,1,1,2,4
ENSG00000223550,0,0,0,0,0,0,0,0
ENSG00000223551,6,3,7,0,15,8,7,9
ENSG00000223552,1,0,14,4,139,55,69,204
ENSG00000223553,0,0,2,1,0,0,0,0
ENSG00000223554,0,0,0,0,0,0,0,0
ENSG00000223555,0,0,0,0,0,0,0,0
ENSG00000223558,0,0,0,0,0,0,0,0
ENSG00000223559,127,158,189,191,156,37,41,105
ENSG00000223561,37,48,17,19,0,0,0,2
ENSG00000223563,0,0,0,0,0,0,0,0
ENSG00000223564,0,0,0,0,0,0,0,0
ENSG00000223565,0,0,0,0,0,0,0,0
ENSG00000223566,0,0,0,1,0,0,0,0
ENSG00000223568,0,0,0,0,0,1,0,0
ENSG00000223569,0,0,0,0,0,0,0,0
ENSG00000223570,0,0,0,0,0,0,1,0
ENSG00000223571,10,7,3,1,0,1,0,2
ENSG00000223572,277,343,341,607,14,2,14,26
ENSG00000223573,5,11,10,6,51,23,16,40
ENSG00000223574,0,0,0,0,0,0,0,0
ENSG00000223575,0,0,0,0,0,0,0,0
ENSG00000223576,0,1,2,0,1,3,1,6
ENSG00000223581,0,0,0,0,0,0,0,0
ENSG00000223583,3,3,3,4,3,1,1,5
ENSG00000223584,0,3,1,0,0,1,2,1
ENSG00000223586,0,0,0,0,0,0,0,0
ENSG00000223587,0,0,0,0,0,0,0,0
ENSG00000223589,0,0,0,0,0,0,0,0
ENSG00000223591,0,0,0,0,0,0,0,0
ENSG00000223592,0,1,1,0,0,0,0,0
ENSG00000223593,0,0,0,0,3,0,0,1
ENSG00000223595,0,0,0,0,0,0,0,0
ENSG00000223597,0,0,0,1,0,0,0,0
ENSG00000223598,1,1,2,1,0,0,0,0
ENSG00000223599,8,5,11,5,6,0,2,5
ENSG00000223600,0,0,0,0,0,0,0,0
ENSG00000223601,0,0,0,0,0,0,0,1
ENSG00000223602,0,0,0,0,0,0,0,0
ENSG00000223603,0,0,0,0,0,0,0,0
ENSG00000223604,0,0,0,0,0,1,0,0
ENSG00000223605,0,0,0,0,0,0,0,0
ENSG00000223608,0,0,0,0,0,0,0,0
ENSG00000223609,0,0,0,0,0,0,0,0
ENSG00000223611,0,0,0,0,0,0,0,0
ENSG00000223612,22,31,14,18,7,7,5,13
ENSG00000223614,0,0,0,0,0,0,0,0
ENSG00000223615,0,0,0,0,0,0,0,0
ENSG00000223617,2,5,0,0,666,145,75,268
ENSG00000223619,0,0,0,0,0,0,0,0
ENSG00000223620,1,0,1,0,1,2,3,1
ENSG00000223621,0,0,0,1,0,0,0,0
ENSG00000223622,0,0,0,0,0,0,0,0
ENSG00000223623,0,0,0,0,0,0,0,0
ENSG00000223624,0,0,0,0,0,0,0,0
ENSG00000223625,0,0,0,0,0,0,0,0
ENSG00000223626,1,0,0,1,0,0,0,0
ENSG00000223628,0,0,0,0,0,0,0,0
ENSG00000223629,0,0,0,0,0,0,0,0
ENSG00000223631,0,1,1,0,1,0,0,0
ENSG00000223634,0,0,0,0,0,0,0,0
ENSG00000223635,7,5,11,15,5,3,1,7
ENSG00000223636,0,0,0,0,0,0,0,0
ENSG00000223637,0,0,0,0,0,0,0,0
ENSG00000223638,0,0,0,5,16,6,11,16
ENSG00000223640,0,0,0,0,0,0,0,0
ENSG00000223641,0,0,0,0,0,0,0,0
ENSG00000223642,1,1,2,2,5,2,0,3
ENSG00000223643,0,0,0,0,0,0,0,0
ENSG00000223646,18,7,21,8,6,1,4,10
ENSG00000223647,0,0,0,0,0,0,0,0
ENSG00000223648,0,0,0,0,0,0,0,0
ENSG00000223649,0,0,0,0,0,0,0,0
ENSG00000223650,1,0,0,1,0,0,1,0
ENSG00000223651,0,0,0,0,0,0,0,0
ENSG00000223652,19,7,9,12,16,4,12,29
ENSG00000223653,48,48,24,32,37,10,12,41
ENSG00000223655,0,0,0,0,0,0,0,0
ENSG00000223656,0,1,0,0,0,0,0,0
ENSG00000223657,1,5,3,2,0,1,0,0
ENSG00000223658,0,0,0,0,0,0,0,0
ENSG00000223660,2,3,0,2,3,1,2,4
ENSG00000223662,0,0,0,0,0,0,0,0
ENSG00000223663,2,1,1,1,1,0,0,1
ENSG00000223665,0,0,0,0,0,0,0,2
ENSG00000223668,1,1,2,4,9,2,2,1
ENSG00000223669,38,57,30,29,9,4,4,7
ENSG00000223671,0,0,0,0,0,0,0,0
ENSG00000223672,0,0,0,0,0,0,0,0
ENSG00000223676,0,0,1,0,0,0,0,0
ENSG00000223677,0,0,0,0,1,0,0,0
ENSG00000223679,0,0,0,3,0,0,0,0
ENSG00000223683,0,0,0,0,0,0,0,0
ENSG00000223684,0,0,0,0,0,0,0,0
ENSG00000223685,42,33,48,55,8,1,2,6
ENSG00000223688,0,0,0,0,0,0,0,0
ENSG00000223691,0,0,0,0,0,0,0,0
ENSG00000223692,1,1,1,4,3,0,2,4
ENSG00000223694,6,1,3,1,0,0,0,0
ENSG00000223695,25,28,36,43,2,4,7,13
ENSG00000223697,14,12,9,7,15,9,2,15
ENSG00000223698,0,0,0,0,0,0,0,0
ENSG00000223701,0,0,0,0,0,0,0,0
ENSG00000223702,0,0,0,0,0,0,0,0
ENSG00000223703,0,0,0,0,0,0,0,0
ENSG00000223705,0,0,0,0,0,0,0,0
ENSG00000223707,0,0,0,0,0,0,0,0
ENSG00000223709,0,0,0,0,0,0,0,0
ENSG00000223710,0,0,0,0,0,0,0,0
ENSG00000223711,25,32,21,19,2,3,2,2
ENSG00000223714,0,0,0,0,0,0,0,0
ENSG00000223715,15,29,26,46,5,1,0,4
ENSG00000223716,0,0,0,0,0,0,0,0
ENSG00000223717,0,0,0,0,0,0,0,0
ENSG00000223718,0,0,2,4,0,0,1,3
ENSG00000223719,0,0,0,0,0,0,0,0
ENSG00000223720,0,0,0,0,0,0,0,0
ENSG00000223721,0,0,0,0,1,0,0,0
ENSG00000223723,30,34,19,35,1,1,0,2
ENSG00000223724,0,0,0,0,0,0,1,0
ENSG00000223725,56,67,39,44,23,17,7,21
ENSG00000223726,0,0,0,0,0,0,0,0
ENSG00000223727,0,0,0,0,0,0,0,0
ENSG00000223728,0,0,0,0,0,0,0,0
ENSG00000223729,0,0,0,0,0,0,0,1
ENSG00000223730,0,0,0,0,0,0,0,0
ENSG00000223731,0,0,0,0,0,0,0,0
ENSG00000223732,5,3,10,5,2,0,6,12
ENSG00000223733,0,0,0,0,1,0,0,0
ENSG00000223734,6,14,13,14,8,3,2,12
ENSG00000223735,0,0,0,0,0,0,0,0
ENSG00000223738,0,0,0,0,0,0,0,1
ENSG00000223739,0,0,0,0,0,0,0,0
ENSG00000223740,3,1,0,0,0,0,0,0
ENSG00000223741,0,0,0,0,0,0,0,0
ENSG00000223742,2,5,2,1,2,0,0,5
ENSG00000223744,0,0,0,0,0,0,0,0
ENSG00000223745,426,476,774,758,160,65,47,181
ENSG00000223746,0,0,0,0,0,0,0,0
ENSG00000223749,78,62,72,57,378,107,124,322
ENSG00000223750,0,0,0,0,0,1,0,0
ENSG00000223751,28,37,36,49,15,7,2,20
ENSG00000223753,0,0,0,0,0,0,0,0
ENSG00000223754,1,0,0,0,2,0,1,0
ENSG00000223756,0,0,0,0,0,0,0,0
ENSG00000223760,0,0,0,1,0,0,0,0
ENSG00000223761,8,7,5,10,0,0,0,3
ENSG00000223764,646,743,243,321,27,13,11,23
ENSG00000223765,5,12,9,3,3,0,0,2
ENSG00000223768,817,1089,915,1207,234,99,106,275
ENSG00000223770,0,0,0,0,6,2,1,2
ENSG00000223772,0,0,0,0,0,0,0,0
ENSG00000223773,0,0,0,0,0,0,0,0
ENSG00000223774,0,4,3,6,0,0,0,1
ENSG00000223776,90,72,62,111,7,0,2,5
ENSG00000223777,0,0,0,0,0,0,0,0
ENSG00000223779,0,0,0,0,0,0,0,0
ENSG00000223782,0,0,0,0,0,0,0,0
ENSG00000223783,1,2,7,1,1,1,2,2
ENSG00000223784,3,0,3,0,898,319,126,350
ENSG00000223786,0,0,0,0,2,1,0,2
ENSG00000223787,0,1,3,1,1,0,2,5
ENSG00000223788,0,0,0,0,0,0,0,0
ENSG00000223791,4,2,9,2,12,1,3,6
ENSG00000223794,0,0,0,0,0,0,0,0
ENSG00000223799,4,6,6,5,0,0,1,3
ENSG00000223800,0,0,0,0,0,0,0,0
ENSG00000223802,326,398,164,318,29,12,3,13
ENSG00000223803,99,77,113,200,79,21,45,36
ENSG00000223804,0,0,0,0,0,0,0,0
ENSG00000223806,0,0,0,1,0,0,0,0
ENSG00000223807,0,0,0,0,0,0,0,0
ENSG00000223809,0,0,0,0,0,0,0,0
ENSG00000223810,0,0,0,0,0,0,0,0
ENSG00000223812,0,0,0,0,0,0,0,0
ENSG00000223813,83,106,99,130,42,19,16,45
ENSG00000223814,0,0,0,0,0,0,0,0
ENSG00000223815,0,0,0,0,2,2,1,1
ENSG00000223816,0,0,0,0,0,0,0,0
ENSG00000223817,0,0,0,0,0,0,0,0
ENSG00000223819,0,0,0,0,0,0,0,0
ENSG00000223820,0,0,0,0,0,0,0,0
ENSG00000223822,1,0,0,2,10,1,2,1
ENSG00000223823,0,0,2,0,0,0,0,0
ENSG00000223824,0,0,0,0,0,0,0,0
ENSG00000223825,26,32,26,40,3,2,2,5
ENSG00000223826,0,0,0,0,0,0,1,3
ENSG00000223828,0,0,0,0,1,0,1,0
ENSG00000223829,0,0,0,0,0,0,0,0
ENSG00000223831,0,0,2,0,0,0,0,0
ENSG00000223834,0,0,0,0,0,0,2,4
ENSG00000223836,0,0,0,0,0,0,0,0
ENSG00000223837,0,0,1,0,1,0,0,0
ENSG00000223838,1,3,1,8,1,0,0,1
ENSG00000223839,0,0,0,0,0,0,0,0
ENSG00000223841,0,0,0,0,0,0,0,0
ENSG00000223842,33,36,28,42,47,14,24,50
ENSG00000223843,0,0,0,2,2,0,0,0
ENSG00000223845,0,0,0,0,0,0,0,0
ENSG00000223847,0,0,0,0,0,0,0,0
ENSG00000223849,2,2,0,0,3,0,0,0
ENSG00000223850,2,0,1,0,0,0,0,0
ENSG00000223855,39,29,14,37,16,4,4,9
ENSG00000223856,0,0,0,0,0,0,0,0
ENSG00000223859,0,0,0,0,0,0,0,0
ENSG00000223861,3,4,5,5,16,5,0,2
ENSG00000223863,0,0,0,1,0,0,0,0
ENSG00000223864,8,9,18,19,7,0,0,2
ENSG00000223865,8,8,5,16,7,0,2,5
ENSG00000223866,0,0,0,0,0,0,1,0
ENSG00000223867,0,0,0,0,0,0,0,1
ENSG00000223869,0,0,0,0,0,0,0,0
ENSG00000223870,0,0,0,0,0,0,0,0
ENSG00000223872,0,1,0,2,0,0,0,0
ENSG00000223873,16,16,25,11,3,0,2,9
ENSG00000223874,1,1,0,3,66,22,12,27
ENSG00000223875,0,0,0,0,0,0,0,0
ENSG00000223876,0,0,0,0,0,0,0,0
ENSG00000223877,0,0,0,0,0,0,0,0
ENSG00000223878,1,9,4,6,2,1,1,4
ENSG00000223880,0,0,0,0,0,0,0,0
ENSG00000223881,0,0,0,0,0,0,0,0
ENSG00000223882,2,9,10,5,2,0,1,1
ENSG00000223883,0,2,1,2,0,0,0,1
ENSG00000223884,17,12,5,4,5,0,4,4
ENSG00000223885,0,0,0,0,0,0,0,0
ENSG00000223886,0,0,0,0,0,0,0,0
ENSG00000223889,0,0,0,0,0,0,0,0
ENSG00000223890,0,0,0,0,0,0,0,0
ENSG00000223891,145,126,160,206,311,116,117,306
ENSG00000223893,0,0,0,0,0,0,0,0
ENSG00000223896,0,0,1,0,1,0,0,1
ENSG00000223897,0,0,0,0,0,0,0,0
ENSG00000223899,1,4,10,2,2,2,0,3
ENSG00000223901,7,13,6,12,8,2,1,8
ENSG00000223903,0,0,0,0,0,0,0,0
ENSG00000223904,0,0,0,0,0,0,0,0
ENSG00000223905,0,0,0,0,0,0,0,0
ENSG00000223906,0,0,0,0,0,0,0,0
ENSG00000223908,1,4,1,0,8,0,1,1
ENSG00000223911,0,0,0,0,0,0,0,0
ENSG00000223912,0,0,0,0,0,0,0,0
ENSG00000223914,0,0,0,0,0,0,0,0
ENSG00000223915,1,0,1,0,0,0,0,0
ENSG00000223916,0,0,1,0,5,1,0,4
ENSG00000223917,0,0,0,0,0,0,0,0
ENSG00000223918,0,0,0,0,0,0,0,1
ENSG00000223920,0,0,0,0,0,0,0,0
ENSG00000223921,0,0,0,0,0,0,0,0
ENSG00000223922,1,3,0,3,0,0,1,5
ENSG00000223923,0,0,0,1,5,0,3,16
ENSG00000223928,6,22,15,22,24,7,12,45
ENSG00000223930,134,153,177,178,0,1,0,0
ENSG00000223931,0,0,0,0,0,0,0,0
ENSG00000223935,7,7,6,4,6,1,6,8
ENSG00000223940,1,1,2,3,3,0,0,0
ENSG00000223941,1,1,0,0,4,5,0,3
ENSG00000223942,0,0,0,0,0,0,0,0
ENSG00000223944,0,1,0,0,0,0,0,0
ENSG00000223945,5,5,6,2,1,0,2,2
ENSG00000223946,0,0,0,0,0,0,0,0
ENSG00000223947,7,11,15,8,86,21,25,68
ENSG00000223948,0,0,0,0,0,0,0,0
ENSG00000223949,0,1,2,0,6,2,0,8
ENSG00000223951,0,0,0,0,1,3,0,0
ENSG00000223953,0,0,0,0,0,0,0,0
ENSG00000223955,0,0,0,0,0,0,0,0
ENSG00000223956,27,25,25,25,6,0,1,7
ENSG00000223958,0,0,0,0,0,0,0,0
ENSG00000223959,0,1,0,2,2,0,3,1
ENSG00000223960,49,48,56,52,585,226,238,644
ENSG00000223962,0,0,0,0,0,0,0,0
ENSG00000223963,0,1,0,0,0,0,0,4
ENSG00000223965,0,0,0,0,4,0,2,4
ENSG00000223966,0,0,0,0,0,0,0,0
ENSG00000223967,0,0,0,0,0,0,0,1
ENSG00000223968,0,0,0,0,8,3,0,0
ENSG00000223969,143,141,41,54,22,12,5,20
ENSG00000223970,0,0,0,0,0,0,0,0
ENSG00000223972,0,0,0,0,0,0,0,0
ENSG00000223973,0,0,0,1,3,2,1,2
ENSG00000223974,0,1,4,4,0,0,0,4
ENSG00000223975,3,2,0,2,0,0,0,0
ENSG00000223976,0,0,0,0,0,0,0,0
ENSG00000223977,0,0,0,0,0,0,0,0
ENSG00000223978,0,0,0,0,0,0,0,0
ENSG00000223979,4,0,0,1,0,0,0,2
ENSG00000223982,0,0,0,0,0,0,0,0
ENSG00000223984,1577,2039,2028,1615,37,15,7,47
ENSG00000223985,0,0,0,0,0,0,0,0
ENSG00000223986,0,0,0,0,0,0,0,0
ENSG00000223987,0,0,0,0,0,0,0,0
ENSG00000223989,0,0,0,0,0,0,0,0
ENSG00000223991,3,3,2,2,0,0,0,0
ENSG00000223993,0,0,0,1,0,0,0,0
ENSG00000223995,0,0,0,0,0,0,0,0
ENSG00000223997,0,0,0,0,0,0,0,0
ENSG00000223999,0,0,0,2,0,0,0,2
ENSG00000224000,3,3,2,2,1,1,0,1
ENSG00000224001,0,0,0,0,0,0,0,0
ENSG00000224003,4,0,2,0,11,5,0,0
ENSG00000224004,1,1,0,1,10,0,1,1
ENSG00000224007,0,0,0,0,0,0,0,2
ENSG00000224008,0,0,0,0,0,0,0,0
ENSG00000224011,0,3,1,2,0,0,0,2
ENSG00000224012,0,0,0,0,0,0,0,0
ENSG00000224014,2,2,2,1,1,0,0,0
ENSG00000224015,0,0,0,0,3,0,0,3
ENSG00000224016,0,0,0,0,0,0,0,0
ENSG00000224017,0,0,0,0,6,2,2,3
ENSG00000224018,0,0,0,0,0,0,0,0
ENSG00000224019,2,0,0,3,2,0,0,1
ENSG00000224020,7,12,10,10,8,3,2,23
ENSG00000224023,56,48,77,85,5,3,5,12
ENSG00000224025,3,0,0,1,1,2,1,3
ENSG00000224027,0,0,0,0,0,1,2,0
ENSG00000224028,0,0,0,0,1,1,2,8
ENSG00000224029,0,0,0,0,0,0,0,1
ENSG00000224031,1,4,4,6,3,0,2,6
ENSG00000224032,560,630,608,959,183,55,69,175
ENSG00000224033,0,0,0,0,0,0,0,0
ENSG00000224034,0,0,0,0,0,0,0,1
ENSG00000224035,0,0,0,0,0,0,0,0
ENSG00000224038,2,0,0,2,0,0,0,0
ENSG00000224039,0,0,0,0,0,0,0,0
ENSG00000224040,304,335,348,327,9,2,0,1
ENSG00000224041,0,0,0,0,0,0,0,0
ENSG00000224042,0,0,0,0,0,0,0,0
ENSG00000224043,105,140,120,128,64,22,19,50
ENSG00000224045,0,0,0,0,0,0,0,0
ENSG00000224046,19,20,42,41,9,5,2,13
ENSG00000224048,0,0,0,1,0,0,1,0
ENSG00000224049,0,0,0,0,0,0,0,0
ENSG00000224051,1115,1397,959,1271,226,82,128,310
ENSG00000224054,0,0,0,0,0,0,0,0
ENSG00000224055,0,0,0,0,3,1,0,8
ENSG00000224057,26,36,4,13,42,16,9,25
ENSG00000224058,0,0,0,4,0,0,0,0
ENSG00000224059,0,0,0,0,3,0,0,0
ENSG00000224060,0,0,0,0,0,0,0,0
ENSG00000224061,0,0,0,0,0,0,0,0
ENSG00000224062,0,0,0,0,0,0,0,0
ENSG00000224063,23,39,10,13,158,61,55,132
ENSG00000224064,0,0,0,0,0,0,0,0
ENSG00000224065,0,0,0,0,0,0,0,0
ENSG00000224066,5,7,11,17,1,0,0,3
ENSG00000224067,0,0,1,1,0,0,0,1
ENSG00000224069,0,0,0,0,0,0,0,1
ENSG00000224070,0,0,0,0,0,0,0,0
ENSG00000224071,0,0,0,0,0,0,0,0
ENSG00000224072,1,18,2,3,19,3,4,18
ENSG00000224074,3,8,6,2,0,0,0,0
ENSG00000224075,0,0,0,0,0,0,0,0
ENSG00000224076,0,0,0,0,0,0,0,0
ENSG00000224077,0,0,0,2,1,0,2,1
ENSG00000224078,10644,13078,8048,8615,1976,621,588,1634
ENSG00000224079,7,7,1,1,3,0,1,0
ENSG00000224080,79,116,18,28,17,2,7,17
ENSG00000224081,0,1,0,0,0,0,0,0
ENSG00000224082,0,0,0,0,0,0,0,0
ENSG00000224083,4,5,7,3,5,1,2,9
ENSG00000224085,0,0,0,0,0,0,0,0
ENSG00000224086,126,150,121,149,92,39,80,176
ENSG00000224087,64,86,81,88,0,0,0,0
ENSG00000224089,0,0,0,0,0,0,0,0
ENSG00000224090,11,10,9,15,1,2,0,4
ENSG00000224091,0,0,0,0,0,0,0,0
ENSG00000224092,0,0,0,0,0,0,0,0
ENSG00000224093,15,20,3,14,90,28,40,119
ENSG00000224094,69,59,85,97,165,44,11,30
ENSG00000224095,0,0,0,0,0,0,0,0
ENSG00000224097,0,0,0,0,0,0,0,0
ENSG00000224099,0,0,0,0,2,0,0,0
ENSG00000224100,3,5,13,8,0,0,0,0
ENSG00000224101,0,0,0,0,0,0,0,0
ENSG00000224104,0,0,0,0,0,0,0,0
ENSG00000224106,0,0,0,0,0,0,0,0
ENSG00000224107,0,0,0,0,0,0,0,0
ENSG00000224109,8,9,4,3,21,4,16,33
ENSG00000224110,0,0,0,0,0,0,0,0
ENSG00000224114,1,0,2,1,1,0,2,1
ENSG00000224116,0,0,0,0,66,20,15,47
ENSG00000224117,2,1,5,2,5,5,7,10
ENSG00000224121,3,9,5,6,7,2,3,6
ENSG00000224122,0,0,0,0,0,0,0,0
ENSG00000224124,0,0,0,0,0,0,0,0
ENSG00000224126,9,18,15,29,15,8,0,1
ENSG00000224127,0,0,0,1,0,0,0,0
ENSG00000224128,0,9,4,4,0,0,1,2
ENSG00000224129,0,0,0,0,0,0,0,0
ENSG00000224132,0,0,1,0,13,7,1,5
ENSG00000224134,0,0,0,0,0,0,0,0
ENSG00000224136,0,0,0,0,0,0,0,0
ENSG00000224137,2,0,1,0,0,0,0,0
ENSG00000224138,5,20,14,13,7,1,4,4
ENSG00000224141,53,74,65,79,1,0,1,4
ENSG00000224142,0,0,0,0,1,0,0,2
ENSG00000224144,0,0,0,0,0,1,0,0
ENSG00000224149,0,0,0,0,0,0,0,0
ENSG00000224151,0,0,0,0,0,0,0,0
ENSG00000224152,71,74,96,99,15,8,8,13
ENSG00000224153,1,2,2,4,0,0,0,0
ENSG00000224155,9,13,23,9,9,8,2,12
ENSG00000224157,5,18,12,15,4,4,5,10
ENSG00000224159,2,0,0,0,1,1,0,0
ENSG00000224160,0,0,0,0,0,0,0,0
ENSG00000224161,0,0,0,0,0,0,0,0
ENSG00000224162,0,0,0,0,0,0,0,0
ENSG00000224163,0,2,1,0,0,0,0,0
ENSG00000224164,1,2,1,1,4,1,2,2
ENSG00000224165,33,29,98,128,16,6,18,28
ENSG00000224169,0,0,0,0,0,0,0,0
ENSG00000224172,0,1,4,1,5,1,1,0
ENSG00000224173,0,1,1,2,0,0,0,0
ENSG00000224174,3,0,9,6,2,2,2,2
ENSG00000224177,1,0,0,4,0,0,0,0
ENSG00000224183,3,1,2,0,0,0,0,0
ENSG00000224184,1,3,0,0,28,8,18,31
ENSG00000224185,0,0,0,0,0,0,0,0
ENSG00000224186,424,486,597,721,21,8,18,46
ENSG00000224187,4,4,1,7,1,0,0,1
ENSG00000224188,0,0,0,0,0,0,0,0
ENSG00000224189,24,25,33,17,100,31,34,81
ENSG00000224190,0,0,0,0,0,0,0,0
ENSG00000224192,0,0,0,0,0,0,0,0
ENSG00000224194,0,0,0,0,0,0,0,0
ENSG00000224195,0,0,0,0,0,0,0,0
ENSG00000224203,0,0,2,0,0,0,0,0
ENSG00000224205,0,0,0,0,0,0,1,0
ENSG00000224207,0,0,0,0,0,0,0,0
ENSG00000224208,59,90,63,86,11,8,1,12
ENSG00000224209,3,0,0,8,1,2,1,12
ENSG00000224210,0,0,0,0,0,0,0,0
ENSG00000224215,1,0,0,0,0,1,1,4
ENSG00000224216,7,3,2,1,0,0,0,0
ENSG00000224217,0,1,0,0,0,0,0,0
ENSG00000224219,0,0,0,0,0,0,0,0
ENSG00000224220,1,1,3,5,2,4,1,3
ENSG00000224221,16,10,4,5,0,0,1,1
ENSG00000224222,1,2,1,2,0,0,0,1
ENSG00000224223,0,0,0,0,0,0,0,0
ENSG00000224224,0,2,5,3,1,0,0,0
ENSG00000224227,0,0,0,0,0,0,0,0
